#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_017586.1	4987269	4988066	+	-	-	SCATT_RS21885	WP_014145334.1	265	inositol monophosphatase
chr	NC_017586.1	4988157	4988336	-	-	-	SCATT_RS21890	WP_014145335.1	59	hypothetical protein
chr	NC_017586.1	4988709	4989362	+	-	-	SCATT_RS21895	WP_014145336.1	217	DNA-binding response regulator
chr	NC_017586.1	4989374	4990627	+	-	-	SCATT_RS21900	WP_014145337.1	417	sensor histidine kinase
chr	NC_017586.1	4991069	4991368	+	-	-	SCATT_RS21905	WP_014145338.1	99	DUF4193 domain-containing protein
chr	NC_017586.1	4991383	4992258	+	-	-	SCATT_RS21910	WP_014145339.1	291	hypothetical protein
chr	NC_017586.1	4992242	4992691	-	-	-	SCATT_RS21915	WP_014145340.1	149	DUF3093 domain-containing protein
chr	NC_017586.1	4992822	4993427	+	-	-	SCATT_RS21920	WP_014145341.1	201	PaaI family thioesterase
chr	NC_017586.1	4993424	4993972	+	-	-	SCATT_RS21925	WP_014145342.1	182	dUTP diphosphatase
chr	NC_017586.1	4993975	4994742	+	-	-	SCATT_RS21930	WP_014628500.1	255	DUF3710 domain-containing protein
chr	NC_017586.1	4995111	4995200	+	-	kdpF	SCATT_RS36740	WP_041824932.1	29	K(+)-transporting ATPase subunit F
chr	NC_017586.1	4995209	4996870	+	-	-	SCATT_RS21940	WP_014628502.1	553	potassium-transporting ATPase subunit KdpA
chr	NC_017586.1	4996867	4998972	+	-	kdpB	SCATT_RS21945	WP_014145346.1	701	K(+)-transporting ATPase subunit B
chr	NC_017586.1	4998969	4999598	+	-	-	SCATT_RS21950	WP_014145347.1	209	potassium-transporting ATPase subunit KdpC
chr	NC_017586.1	4999800	5001755	+	-	-	SCATT_RS21955	WP_014145349.1	651	APC family permease
chr	NC_017586.1	5001899	5004442	+	-	-	SCATT_RS21960	WP_014145350.1	847	sensor histidine kinase KdpD
chr	NC_017586.1	5004487	5005203	+	-	-	SCATT_RS21965	WP_042507677.1	238	DNA-binding response regulator
chr	NC_017586.1	5005347	5005745	+	-	-	SCATT_RS21970	WP_014145352.1	132	hypothetical protein
chr	NC_017586.1	5005749	5006468	+	-	-	SCATT_RS21975	WP_014145353.1	239	DUF3159 domain-containing protein
chr	NC_017586.1	5006534	5007214	-	-	-	SCATT_RS21980	WP_014145354.1	226	TrkA family potassium uptake protein
chr	NC_017586.1	5007211	5007879	-	-	-	SCATT_RS21985	WP_014628504.1	222	TrkA family potassium uptake protein
chr	NC_017586.1	5008055	5010124	+	-	-	SCATT_RS21990	WP_014628505.1	689	APC family permease
chr	NC_017586.1	5010257	5011624	+	-	-	SCATT_RS21995	WP_014145357.1	455	class I SAM-dependent RNA methyltransferase
chr	NC_017586.1	5011696	5015571	-	-	-	SCATT_RS22000	WP_014145358.1	1291	peptidase C14
chr	NC_017586.1	5015578	5016012	-	-	-	SCATT_RS22005	WP_014145359.1	144	hypothetical protein
chr	NC_017586.1	5016423	5017049	-	-	-	SCATT_RS22010	WP_014145360.1	208	muramidase
chr	NC_017586.1	5017228	5018436	+	-	-	SCATT_RS22015	WP_014145361.1	402	hypothetical protein
chr	NC_017586.1	5018551	5018871	+	-	-	SCATT_RS22020	WP_014145362.1	106	nucleotide pyrophosphohydrolase
chr	NC_017586.1	5019269	5020870	+	-	egtA	SCATT_RS22025	WP_014145363.1	533	ergothioneine biosynthesis glutamate--cysteine ligase EgtA
chr	NC_017586.1	5020867	5022228	+	-	-	SCATT_RS22030	WP_014145364.1	453	ergothioneine biosynthesis protein EgtB
chr	NC_017586.1	5022228	5022980	+	-	egtC	SCATT_RS22035	WP_014145365.1	250	ergothioneine biosynthesis protein EgtC
chr	NC_017586.1	5022977	5023951	+	-	egtD	SCATT_RS22040	WP_014145366.1	324	L-histidine N(alpha)-methyltransferase
chr	NC_017586.1	5023994	5024917	+	-	-	SCATT_RS22045	WP_014145367.1	307	TIGR03560 family F420-dependent LLM class oxidoreductase
chr	NC_017586.1	5025050	5025958	+	-	-	SCATT_RS22050	WP_014145368.1	302	homocysteine S-methyltransferase
chr	NC_017586.1	5026031	5027257	+	-	-	SCATT_RS22055	WP_014145369.1	408	arginine deiminase
chr	NC_017586.1	5027381	5028379	+	-	argF	SCATT_RS22060	WP_014145371.1	332	ornithine carbamoyltransferase
chr	NC_017586.1	5028407	5029936	-	-	-	SCATT_RS22065	WP_014145372.1	509	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_017586.1	5030136	5031116	+	-	-	SCATT_RS22070	WP_014145373.1	326	hypothetical protein
chr	NC_017586.1	5031127	5031492	+	-	-	SCATT_RS22075	WP_014145374.1	121	GntR family transcriptional regulator
chr	NC_017586.1	5031708	5034452	+	-	acnA	SCATT_RS22080	WP_014145375.1	914	aconitate hydratase AcnA
chr	NC_017586.1	5034812	5036224	+	-	ngcE	SCATT_RS22085	WP_014145376.1	470	carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein
chr	NC_017586.1	5036361	5037293	+	-	-	SCATT_RS22090	WP_014145377.1	310	sugar ABC transporter permease
chr	NC_017586.1	5037308	5038240	+	-	-	SCATT_RS22095	WP_014145378.1	310	carbohydrate ABC transporter permease
chr	NC_017586.1	5038488	5039684	+	-	-	SCATT_RS22100	WP_041825176.1	398	ROK family transcriptional regulator
chr	NC_017586.1	5039805	5040902	+	-	-	SCATT_RS22105	WP_014145380.1	365	ABC transporter substrate-binding protein
chr	NC_017586.1	5041146	5041934	+	-	-	SCATT_RS22110	WP_041824938.1	262	sugar ABC transporter ATP-binding protein
chr	NC_017586.1	5041931	5043244	+	-	-	SCATT_RS22115	WP_014145382.1	437	ABC transporter permease
chr	NC_017586.1	5043494	5045473	+	-	dxs	SCATT_RS22120	WP_014145383.1	659	1-deoxy-D-xylulose-5-phosphate synthase
chr	NC_017586.1	5045636	5047156	+	-	-	SCATT_RS22125	WP_014145384.1	506	amino acid permease
chr	NC_017586.1	5047195	5048685	+	-	-	SCATT_RS22130	WP_014145385.1	496	glycosyl transferase
chr	NC_017586.1	5048701	5049126	-	-	-	SCATT_RS22135	WP_014628507.1	141	hypothetical protein
chr	NC_017586.1	5049200	5050048	+	-	-	SCATT_RS22140	WP_014145386.1	282	membrane protein
chr	NC_017586.1	5050124	5052253	-	-	-	SCATT_RS22145	WP_014145387.1	709	3-hydroxyacyl-CoA dehydrogenase
chr	NC_017586.1	5052250	5053464	-	-	-	SCATT_RS22150	WP_014145388.1	404	acetyl-CoA C-acyltransferase
chr	NC_017586.1	5053790	5055037	-	-	-	SCATT_RS22155	WP_014628508.1	415	ribonuclease D
chr	NC_017586.1	5055646	5056308	-	-	-	SCATT_RS22160	WP_014145390.1	220	DNA-binding response regulator
chr	NC_017586.1	5056695	5057321	-	-	-	SCATT_RS22165	WP_014145391.1	208	DUF3000 domain-containing protein
chr	NC_017586.1	5057454	5058572	+	-	-	SCATT_RS22170	WP_014145392.1	372	uroporphyrinogen decarboxylase
chr	NC_017586.1	5058607	5060175	+	-	hemG	SCATT_RS22175	WP_014145393.1	522	protoporphyrinogen oxidase
chr	NC_017586.1	5060180	5060902	+	-	-	SCATT_RS22180	WP_014145394.1	240	hypothetical protein
chr	NC_017586.1	5060947	5061735	-	-	-	SCATT_RS22185	WP_014145395.1	262	TIGR04222 domain-containing membrane protein
chr	NC_017586.1	5061778	5062407	-	-	-	SCATT_RS22190	WP_014145396.1	209	hypothetical protein
chr	NC_017586.1	5062400	5063248	-	-	-	SCATT_RS22195	WP_014145397.1	282	DUF692 domain-containing protein
chr	NC_017586.1	5063438	5064049	+	-	-	SCATT_RS22200	WP_014145398.1	203	hypothetical protein
chr	NC_017586.1	5064266	5064844	+	-	-	SCATT_RS22205	WP_014145399.1	192	hypothetical protein
chr	NC_017586.1	5065145	5065870	-	-	-	SCATT_RS22210	WP_014145401.1	241	peptidyl-tRNA hydrolase
chr	NC_017586.1	5065951	5066790	+	-	-	SCATT_RS37745	WP_014145402.1	279	ABC transporter ATP-binding protein
chr	NC_017586.1	5066787	5067452	+	-	-	SCATT_RS37750	WP_014145403.1	221	hypothetical protein
chr	NC_017586.1	5067476	5067883	-	-	msrB	SCATT_RS22225	WP_014145404.1	135	peptide-methionine (R)-S-oxide reductase
chr	NC_017586.1	5067895	5069292	-	-	-	SCATT_RS22230	WP_014145405.1	465	UDP-N-acetylmuramate--L-alanine ligase
chr	NC_017586.1	5069424	5070053	-	-	-	SCATT_RS22235	WP_014145406.1	209	DNA-binding response regulator
chr	NC_017586.1	5070050	5071216	-	-	-	SCATT_RS22240	WP_014145407.1	388	sensor histidine kinase
chr	NC_017586.1	5071956	5073020	+	-	-	SCATT_RS22245	WP_014145408.1	354	ABC transporter permease
chr	NC_017586.1	5073017	5073739	+	-	-	SCATT_RS22250	WP_014145409.1	240	ABC transporter ATP-binding protein
chr	NC_017586.1	5073745	5074212	-	-	-	SCATT_RS22255	WP_014145410.1	155	hypothetical protein
chr	NC_017586.1	5074393	5075169	-	-	-	SCATT_RS22260	WP_014145411.1	258	pyrimidine reductase family protein
chr	NC_017586.1	5075324	5076397	+	-	-	SCATT_RS22265	WP_042507584.1	357	cell division protein ZapE
chr	NC_017586.1	5076577	5078295	-	-	treZ	SCATT_RS22270	WP_014145414.1	572	malto-oligosyltrehalose trehalohydrolase
chr	NC_017586.1	5078298	5079821	-	-	-	SCATT_RS22275	WP_014145415.1	507	ABC transporter substrate-binding protein
chr	NC_017586.1	5079847	5081967	-	-	-	SCATT_RS22280	WP_014145416.1	706	hypothetical protein
chr	NC_017586.1	5082130	5082789	+	-	-	SCATT_RS22285	WP_078590810.1	219	DUF1707 domain-containing protein
chr	NC_017586.1	5082813	5083337	-	-	-	SCATT_RS22290	WP_014145418.1	174	DUF402 domain-containing protein
chr	NC_017586.1	5083334	5085778	-	-	treY	SCATT_RS22295	WP_014145419.1	814	malto-oligosyltrehalose synthase
chr	NC_017586.1	5085882	5088014	-	-	glgX	SCATT_RS22300	WP_014145420.1	710	glycogen debranching enzyme GlgX
chr	NC_017586.1	5088367	5089632	+	-	-	SCATT_RS22305	WP_014145421.1	421	hypothetical protein
chr	NC_017586.1	5089773	5090510	+	-	-	SCATT_RS22310	WP_014145422.1	245	DNA polymerase III subunit epsilon
chr	NC_017586.1	5090485	5091345	-	-	-	SCATT_RS22315	WP_014628519.1	286	aminoglycoside phosphotransferase family protein
chr	NC_017586.1	5091434	5092195	-	-	-	SCATT_RS22320	WP_014145424.1	253	sirohydrochlorin chelatase
chr	NC_017586.1	5092195	5093145	-	-	-	SCATT_RS22325	WP_014145425.1	316	ABC transporter permease
chr	NC_017586.1	5093132	5093956	-	-	-	SCATT_RS22330	WP_014145426.1	274	ABC transporter ATP-binding protein
chr	NC_017586.1	5093990	5095123	-	-	-	SCATT_RS22335	WP_014145427.1	377	aliphatic sulfonate ABC transporter substrate-binding protein
chr	NC_017586.1	5095363	5096688	-	-	-	SCATT_RS22345	WP_014145429.1	441	sulfate adenylyltransferase
chr	NC_017586.1	5096689	5097624	-	-	-	SCATT_RS22350	WP_014145430.1	311	sulfate adenylyltransferase subunit CysD
chr	NC_017586.1	5097621	5098205	-	-	cysC	SCATT_RS22355	WP_014628522.1	194	adenylyl-sulfate kinase
chr	NC_017586.1	5098187	5098900	-	-	-	SCATT_RS22360	WP_014145432.1	237	phosphoadenylyl-sulfate reductase
chr	NC_017586.1	5098897	5099079	-	-	-	SCATT_RS22365	WP_014145433.1	60	hypothetical protein
chr	NC_017586.1	5099076	5100773	-	-	-	SCATT_RS22370	WP_014145434.1	565	nitrite/sulfite reductase
chr	NC_017586.1	5101108	5101638	-	-	-	SCATT_RS22375	WP_014145435.1	176	N-acetyltransferase
chr	NC_017586.1	5101670	5102443	-	-	-	SCATT_RS22380	WP_014145436.1	257	class F sortase
chr	NC_017586.1	5102672	5104108	+	-	-	SCATT_RS22385	WP_014145437.1	478	amino acid permease
chr	NC_017586.1	5104054	5105337	-	-	-	SCATT_RS22390	WP_014145438.1	427	diguanylate cyclase
chr	NC_017586.1	5105569	5107215	-	-	-	SCATT_RS22395	WP_014145439.1	548	acyl-CoA dehydrogenase
chr	NC_017586.1	5107276	5108490	+	-	-	SCATT_RS22400	WP_014145440.1	404	YihY/virulence factor BrkB family protein
chr	NC_017586.1	5108558	5108740	+	-	-	SCATT_RS36750	WP_014145441.1	60	hypothetical protein
chr	NC_017586.1	5108691	5109761	+	-	rsgA	SCATT_RS22405	WP_014145442.1	356	ribosome small subunit-dependent GTPase A
chr	NC_017586.1	5110075	5110710	-	-	-	SCATT_RS22410	WP_014628526.1	211	PadR family transcriptional regulator
chr	NC_017586.1	5110836	5111402	+	-	-	SCATT_RS22415	WP_014145445.1	188	hypothetical protein
chr	NC_017586.1	5111531	5112838	+	-	-	SCATT_RS22420	WP_014145446.1	435	dioxygenase
chr	NC_017586.1	5113892	5115283	+	-	-	SCATT_RS22425	WP_041824942.1	463	AraC family transcriptional regulator
chr	NC_017586.1	5115352	5115933	+	-	-	SCATT_RS22430	WP_014145449.1	193	methylated-DNA-
chr	NC_017586.1	5115914	5116741	-	-	-	SCATT_RS22435	WP_014145450.1	275	polysaccharide deacetylase family protein
chr	NC_017586.1	5116934	5117641	+	-	-	SCATT_RS22440	WP_014145451.1	235	DNA-binding response regulator
chr	NC_017586.1	5117638	5119245	+	-	-	SCATT_RS22445	WP_014145452.1	535	sensor histidine kinase
chr	NC_017586.1	5119242	5119787	+	-	-	SCATT_RS22450	WP_014145453.1	181	hypothetical protein
chr	NC_017586.1	5119806	5120288	-	-	-	SCATT_RS22455	WP_014145454.1	160	DUF456 domain-containing protein
chr	NC_017586.1	5120398	5121837	+	-	-	SCATT_RS22460	WP_014145455.1	479	hypothetical protein
chr	NC_017586.1	5122022	5122612	+	-	-	SCATT_RS22465	WP_014145456.1	196	ATP-binding protein
chr	NC_017586.1	5123319	5124368	-	-	-	SCATT_RS22470	WP_014145457.1	349	DUF2637 domain-containing protein
chr	NC_017586.1	5124557	5125408	-	-	-	SCATT_RS22475	WP_014145458.1	283	hypothetical protein
chr	NC_017586.1	5125601	5126362	+	-	-	SCATT_RS22480	WP_014145459.1	253	GntR family transcriptional regulator
chr	NC_017586.1	5127116	5127916	-	-	-	SCATT_RS22485	WP_014145460.1	266	hypothetical protein
chr	NC_017586.1	5128049	5129692	-	-	-	SCATT_RS22490	WP_014145461.1	547	PucR family transcriptional regulator
chr	NC_017586.1	5130054	5130941	+	-	-	SCATT_RS22495	WP_014145462.1	295	carbon monoxide dehydrogenase
chr	NC_017586.1	5130932	5131507	+	-	-	SCATT_RS22500	WP_014145463.1	191	(2Fe-2S)-binding protein
chr	NC_017586.1	5131510	5133888	+	-	pucD	SCATT_RS22505	WP_014145464.1	792	xanthine dehydrogenase subunit D
chr	NC_017586.1	5134067	5135527	+	-	-	SCATT_RS22510	WP_014145465.1	486	NCS2 family permease
chr	NC_017586.1	5135554	5136693	+	-	-	SCATT_RS22515	WP_014145466.1	379	hypothetical protein
chr	NC_017586.1	5136755	5137066	-	-	-	SCATT_RS22520	WP_014145467.1	103	hypothetical protein
chr	NC_017586.1	5137349	5137936	+	-	-	SCATT_RS22525	WP_014145468.1	195	TetR/AcrR family transcriptional regulator
chr	NC_017586.1	5138047	5139681	+	-	-	SCATT_RS22530	WP_014145469.1	544	AMP-binding protein
chr	NC_017586.1	5139657	5140283	-	-	-	SCATT_RS22535	WP_014145470.1	208	TetR/AcrR family transcriptional regulator
chr	NC_017586.1	5140422	5141771	+	-	-	SCATT_RS22540	WP_014145471.1	449	beta-glucosidase
chr	NC_017586.1	5141768	5143045	+	-	-	SCATT_RS22545	WP_014145472.1	425	MFS transporter
chr	NC_017586.1	5143121	5144800	+	-	-	SCATT_RS22550	WP_014145473.1	559	AMP-dependent synthetase
chr	NC_017586.1	5144808	5145524	-	-	-	SCATT_RS22555	WP_014145474.1	238	hypothetical protein
chr	NC_017586.1	5145733	5147190	-	-	-	SCATT_RS22560	WP_014145475.1	485	catalase
chr	NC_017586.1	5147377	5149098	-	-	-	SCATT_RS22565	WP_014628532.1	573	glyoxylate carboligase
chr	NC_017586.1	5149101	5150000	-	-	-	SCATT_RS22570	WP_014145477.1	299	2-hydroxy-3-oxopropionate reductase
chr	NC_017586.1	5150064	5150903	-	-	-	SCATT_RS22575	WP_014145478.1	279	hypothetical protein
chr	NC_017586.1	5151108	5151419	+	-	-	SCATT_RS22580	WP_014145479.1	103	hypothetical protein
chr	NC_017586.1	5151416	5151796	+	-	-	SCATT_RS22585	WP_014145480.1	126	transcriptional regulator
chr	NC_017586.1	5151949	5152461	+	-	uraD	SCATT_RS22590	WP_014145481.1	170	OHCU decarboxylase
chr	NC_017586.1	5152458	5152838	+	-	uraH	SCATT_RS22595	WP_014145482.1	126	hydroxyisourate hydrolase
chr	NC_017586.1	5152846	5153769	+	-	pucL	SCATT_RS22600	WP_014145483.1	307	urate oxidase
chr	NC_017586.1	5154005	5155384	+	-	-	SCATT_RS22605	WP_014145484.1	459	8-oxoguanine deaminase
chr	NC_017586.1	5155629	5157065	+	-	-	SCATT_RS22610	WP_014145485.1	478	purine permease
chr	NC_017586.1	5157132	5158751	-	-	-	SCATT_RS22615	WP_014145486.1	539	malate synthase A
chr	NC_017586.1	5158909	5159577	-	-	-	SCATT_RS22620	WP_014145487.1	222	nucleotidyltransferase family protein
chr	NC_017586.1	5159724	5160041	+	-	-	SCATT_RS22625	WP_014145488.1	105	hypothetical protein
chr	NC_017586.1	5160069	5160917	-	-	-	SCATT_RS22630	WP_014145489.1	282	IclR family transcriptional regulator
chr	NC_017586.1	5161294	5162637	+	-	allB	SCATT_RS22635	WP_014145491.1	447	allantoinase AllB
chr	NC_017586.1	5162670	5163794	+	-	alc	SCATT_RS22640	WP_014145492.1	374	allantoicase
chr	NC_017586.1	5164507	5164704	+	-	-	SCATT_RS22645	WP_014145493.1	65	hypothetical protein
chr	NC_017586.1	5164793	5165746	+	-	-	SCATT_RS22650	WP_014145494.1	317	2-dehydro-3-deoxygluconokinase
chr	NC_017586.1	5165793	5166419	+	-	-	SCATT_RS22655	WP_014145495.1	208	2-dehydro-3-deoxy-phosphogluconate aldolase
chr	NC_017586.1	5166552	5167793	+	-	-	SCATT_RS22660	WP_014145496.1	413	cytochrome P450
chr	NC_017586.1	5167820	5168308	+	-	-	SCATT_RS22665	WP_014145497.1	162	glutathione peroxidase
chr	NC_017586.1	5168320	5169336	-	-	-	SCATT_RS22670	WP_014145498.1	338	dehydrogenase
chr	NC_017586.1	5169333	5170358	-	-	-	SCATT_RS22675	WP_014145499.1	341	inositol 2-dehydrogenase
chr	NC_017586.1	5170414	5171331	-	-	-	SCATT_RS22680	WP_014145500.1	305	IolE protein
chr	NC_017586.1	5171328	5172191	-	-	-	SCATT_RS22685	WP_014145501.1	287	sugar ABC transporter ATP-binding protein
chr	NC_017586.1	5172200	5173267	-	-	-	SCATT_RS22690	WP_041824945.1	355	ABC transporter permease
chr	NC_017586.1	5173273	5174283	-	-	-	SCATT_RS22695	WP_014145503.1	336	sugar ABC transporter substrate-binding protein
chr	NC_017586.1	5174536	5175501	+	-	iolC	SCATT_RS22700	WP_014145504.1	321	5-dehydro-2-deoxygluconokinase
chr	NC_017586.1	5175567	5176445	+	-	-	SCATT_RS22705	WP_014145505.1	292	hypothetical protein
chr	NC_017586.1	5176489	5177394	+	-	iolB	SCATT_RS22710	WP_014145506.1	301	5-deoxy-glucuronate isomerase
chr	NC_017586.1	5177391	5179256	+	-	iolD	SCATT_RS22715	WP_014145507.1	621	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
chr	NC_017586.1	5179367	5180122	+	-	-	SCATT_RS22720	WP_014145508.1	251	GntR family transcriptional regulator
chr	NC_017586.1	5180218	5181372	+	-	-	SCATT_RS22725	WP_014145509.1	384	glucokinase
chr	NC_017586.1	5181369	5181911	+	-	-	SCATT_RS22730	WP_014145510.1	180	hypothetical protein
chr	NC_017586.1	5181975	5182334	-	-	-	SCATT_RS22735	WP_014145511.1	119	hypothetical protein
chr	NC_017586.1	5182549	5183610	-	-	-	SCATT_RS22740	WP_014145512.1	353	DUF1259 domain-containing protein
chr	NC_017586.1	5184678	5184920	+	-	-	SCATT_RS36765	WP_014145514.1	80	hypothetical protein
chr	NC_017586.1	5185779	5185982	+	-	-	SCATT_RS22745	WP_014145516.1	67	MULTISPECIES: cold-shock protein
chr	NC_017586.1	5186329	5187825	+	-	-	SCATT_RS22750	WP_014145517.1	498	ATP-dependent helicase
chr	NC_017586.1	5187871	5188272	+	-	-	SCATT_RS22755	WP_014145518.1	133	CBS domain-containing protein
chr	NC_017586.1	5188323	5188649	+	-	-	SCATT_RS22760	WP_014145519.1	108	hypothetical protein
chr	NC_017586.1	5188722	5189093	-	-	-	SCATT_RS22765	WP_014145520.1	123	Integrase (fragment), partial
chr	NC_017586.1	5189123	5189296	-	-	-	SCATT_RS22770	WP_014145521.1	57	helix-turn-helix domain-containing protein
chr	NC_017586.1	5189581	5190174	-	-	-	SCATT_RS22775	WP_014145522.1	197	hypothetical protein
chr	NC_017586.1	5190550	5191050	+	-	-	SCATT_RS22780	WP_014145523.1	166	hypothetical protein
chr	NC_017586.1	5191104	5191316	+	-	-	SCATT_RS22785	WP_014628539.1	70	hypothetical protein
chr	NC_017586.1	5191450	5191692	+	-	-	SCATT_RS36770	WP_014145525.1	80	hypothetical protein
chr	NC_017586.1	5191829	5193514	+	-	-	SCATT_RS22790	WP_014145526.1	561	RNase J family beta-CASP ribonuclease
chr	NC_017586.1	5194009	5195127	-	-	-	SCATT_RS22795	WP_014145527.1	372	acyl-CoA desaturase
chr	NC_017586.1	5195135	5196190	-	-	-	SCATT_RS22800	WP_014145528.1	351	ferredoxin reductase
chr	NC_017586.1	5196278	5197417	+	-	-	SCATT_RS22805	WP_014145529.1	379	PucR family transcriptional regulator
chr	NC_017586.1	5197834	5198040	-	-	-	SCATT_RS36775	WP_014145530.1	68	hypothetical protein
chr	NC_017586.1	5198120	5198287	+	-	-	SCATT_RS22810	WP_014145531.1	55	integrase
chr	NC_017586.1	5198383	5199795	+	-	-	SCATT_RS22815	WP_014145532.1	470	3-oxoadipate enol-lactonase
chr	NC_017586.1	5199923	5200570	+	-	-	SCATT_RS22820	WP_014145533.1	215	MBL fold metallo-hydrolase
chr	NC_017586.1	5200624	5201406	+	-	xth	SCATT_RS22825	WP_041825186.1	260	exodeoxyribonuclease III
chr	NC_017586.1	5201510	5201866	+	-	-	SCATT_RS22830	WP_014145535.1	118	DUF861 domain-containing protein
chr	NC_017586.1	5201970	5202359	+	-	-	SCATT_RS22835	WP_014628545.1	129	hypothetical protein
chr	NC_017586.1	5202421	5204154	-	-	-	SCATT_RS22840	WP_014145537.1	577	hypothetical protein
chr	NC_017586.1	5204348	5204617	+	-	-	SCATT_RS22845	WP_014145538.1	89	hypothetical protein
chr	NC_017586.1	5204680	5206326	-	-	-	SCATT_RS22850	WP_014145539.1	548	acyl esterase
chr	NC_017586.1	5206643	5207437	+	-	-	SCATT_RS22855	WP_014145540.1	264	permease
chr	NC_017586.1	5207557	5209359	+	-	ggt	SCATT_RS22860	WP_014145541.1	600	gamma-glutamyltransferase
chr	NC_017586.1	5209438	5212644	-	-	-	SCATT_RS22865	WP_014145542.1	1068	cytochrome P450
chr	NC_017586.1	5212676	5213461	+	-	-	SCATT_RS22870	WP_014628546.1	261	PAS domain S-box protein
chr	NC_017586.1	5213656	5214129	-	-	-	SCATT_RS22875	WP_014145544.1	157	MarR family transcriptional regulator
chr	NC_017586.1	5214399	5215241	+	-	-	SCATT_RS22880	WP_014145546.1	280	apolipoprotein acyltransferase
chr	NC_017586.1	5215256	5216584	+	-	-	SCATT_RS22885	WP_014628547.1	442	aspartate aminotransferase family protein
chr	NC_017586.1	5216581	5217987	+	-	hydA	SCATT_RS22890	WP_014145548.1	468	dihydropyrimidinase
chr	NC_017586.1	5218030	5219040	+	-	-	SCATT_RS22895	WP_014145549.1	336	TIGR03842 family LLM class F420-dependent oxidoreductase
chr	NC_017586.1	5219116	5220552	+	-	-	SCATT_RS22900	WP_014145550.1	478	NAD(P)/FAD-dependent oxidoreductase
chr	NC_017586.1	5220645	5221112	+	-	-	SCATT_RS22905	WP_014145551.1	155	sterol-binding protein
chr	NC_017586.1	5221189	5223021	+	-	-	SCATT_RS22910	WP_014145552.1	610	gamma-glutamyltransferase
chr	NC_017586.1	5223041	5226337	-	-	-	SCATT_RS22915	WP_014145553.1	1098	hypothetical protein
chr	NC_017586.1	5226341	5227291	-	-	-	SCATT_RS22920	WP_014145554.1	316	ATPase AAA
chr	NC_017586.1	5227291	5229576	-	-	-	SCATT_RS22925	WP_014145555.1	761	hypothetical protein
chr	NC_017586.1	5229578	5229946	-	-	-	SCATT_RS22930	WP_014145556.1	122	hypothetical protein
chr	NC_017586.1	5230180	5231361	+	-	-	SCATT_RS22935	WP_014145557.1	393	glycerate kinase
chr	NC_017586.1	5231440	5232243	-	-	pssA	SCATT_RS22940	WP_086010120.1	267	CDP-diacylglycerol--serine O-phosphatidyltransferase
chr	NC_017586.1	5232323	5232970	-	-	-	SCATT_RS22945	WP_014145559.1	215	phosphatidylserine decarboxylase family protein
chr	NC_017586.1	5233138	5234349	-	-	-	SCATT_RS22950	WP_014145560.1	403	acyl-CoA dehydrogenase
chr	NC_017586.1	5234350	5234859	-	-	-	SCATT_RS22955	WP_014145561.1	169	MaoC family dehydratase
chr	NC_017586.1	5234866	5236863	-	-	-	SCATT_RS22960	WP_014145562.1	665	protein meaA
chr	NC_017586.1	5236863	5238215	-	-	ccrA	SCATT_RS22965	WP_014145563.1	450	crotonyl-CoA carboxylase/reductase
chr	NC_017586.1	5238663	5239469	-	-	-	SCATT_RS22970	WP_014628552.1	268	TetR family transcriptional regulator
chr	NC_017586.1	5239564	5241378	-	-	-	SCATT_RS22975	WP_014628553.1	604	3-hydroxybutyryl-CoA dehydrogenase
chr	NC_017586.1	5241892	5242071	-	-	-	SCATT_RS22980	WP_014145566.1	59	hypothetical protein
chr	NC_017586.1	5242305	5242748	+	-	-	SCATT_RS22985	WP_014145567.1	147	SRPBCC family protein
chr	NC_017586.1	5243136	5245760	+	-	-	SCATT_RS22990	WP_014145568.1	874	MFS transporter
chr	NC_017586.1	5245838	5247484	-	-	-	SCATT_RS22995	WP_014145569.1	548	hypothetical protein
chr	NC_017586.1	5247711	5250140	+	-	-	SCATT_RS23000	WP_014145570.1	809	hypothetical protein
chr	NC_017586.1	5250276	5250998	+	-	-	SCATT_RS23005	WP_014145571.1	240	class I SAM-dependent methyltransferase
chr	NC_017586.1	5251127	5251960	+	-	-	SCATT_RS23010	WP_014145572.1	277	peptide ABC transporter substrate-binding protein
chr	NC_017586.1	5251953	5253383	+	-	-	SCATT_RS23015	WP_014145573.1	476	hypothetical protein
chr	NC_017586.1	5253444	5255453	+	-	-	SCATT_RS23020	WP_014145574.1	669	S9 family peptidase
chr	NC_017586.1	5255450	5256382	+	-	-	SCATT_RS23025	WP_014145575.1	310	LD-carboxypeptidase
chr	NC_017586.1	5256444	5257280	-	-	-	SCATT_RS23030	WP_014145576.1	278	hypothetical protein
chr	NC_017586.1	5257523	5258797	+	-	-	SCATT_RS23035	WP_014145577.1	424	two-component sensor histidine kinase
chr	NC_017586.1	5258794	5259462	+	-	-	SCATT_RS23040	WP_014145578.1	222	DNA-binding response regulator
chr	NC_017586.1	5259617	5261101	+	-	-	SCATT_RS23045	WP_014145579.1	494	hypothetical protein
chr	NC_017586.1	5261073	5261684	-	-	-	SCATT_RS23050	WP_014628555.1	203	DUF1768 domain-containing protein
