#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
Un	NZ_JODY01000018.1	55443	56726	+	-	-	IF23_RS0117495	WP_030284678.1	427	ABC transporter permease
Un	NZ_JODY01000018.1	56723	57124	+	-	-	IF23_RS0117500	WP_030284681.1	133	cytidine deaminase
Un	NZ_JODY01000018.1	57423	58700	+	-	-	IF23_RS0117505	WP_030284682.1	425	thymidine phosphorylase
Un	NZ_JODY01000018.1	58789	60204	-	-	-	IF23_RS0117510	WP_051739663.1	471	aminotransferase class V-fold PLP-dependent enzyme
Un	NZ_JODY01000018.1	60579	61172	+	-	-	IF23_RS0117515	WP_030284686.1	197	Uma2 family endonuclease
Un	NZ_JODY01000018.1	61244	62563	-	-	-	IF23_RS0117520	WP_030284688.1	439	MFS transporter
Un	NZ_JODY01000018.1	63865	64758	-	-	-	IF23_RS0117530	WP_030284692.1	297	hypothetical protein
Un	NZ_JODY01000018.1	64862	65998	+	-	-	IF23_RS0117535	WP_030284694.1	378	adenosine deaminase
Un	NZ_JODY01000018.1	65941	66534	-	-	-	IF23_RS32730	WP_078654050.1	197	hypothetical protein
Un	NZ_JODY01000018.1	66531	66737	-	-	-	IF23_RS0117545	WP_030284698.1	68	PspC domain-containing protein
Un	NZ_JODY01000018.1	66783	67268	-	-	-	IF23_RS0117550	WP_037678546.1	161	VanZ family protein
Un	NZ_JODY01000018.1	67420	68046	-	-	-	IF23_RS0117555	WP_030284702.1	208	hypothetical protein
Un	NZ_JODY01000018.1	68043	69635	-	-	-	IF23_RS0117560	WP_078654055.1	530	HAMP domain-containing protein
Un	NZ_JODY01000018.1	69728	70414	-	-	-	IF23_RS0117565	WP_030284706.1	228	DNA-binding response regulator
Un	NZ_JODY01000018.1	70695	71453	+	-	-	IF23_RS0117570	WP_030284708.1	252	SigE family RNA polymerase sigma factor
Un	NZ_JODY01000018.1	71785	72258	-	-	-	IF23_RS0117575	WP_030284710.1	157	peroxiredoxin
Un	NZ_JODY01000018.1	72314	73027	-	-	-	IF23_RS0117580	WP_051739665.1	237	ATP-binding protein
Un	NZ_JODY01000018.1	73270	73656	+	-	-	IF23_RS0117585	WP_030284713.1	128	hypothetical protein
Un	NZ_JODY01000018.1	73733	74593	-	-	-	IF23_RS0117590	WP_030284716.1	286	aldehyde dehydrogenase
Un	NZ_JODY01000018.1	74586	76061	-	-	-	IF23_RS0117595	WP_030284717.1	491	betaine-aldehyde dehydrogenase
Un	NZ_JODY01000018.1	76069	77070	-	-	-	IF23_RS0117600	WP_037678513.1	333	deoxyribose-phosphate aldolase
Un	NZ_JODY01000018.1	77260	77880	+	-	-	IF23_RS0117605	WP_030284722.1	206	membrane protein
Un	NZ_JODY01000018.1	77970	79649	-	-	-	IF23_RS0117610	WP_030284724.1	559	phospho-sugar mutase
Un	NZ_JODY01000018.1	79805	80626	-	-	-	IF23_RS0117615	WP_030284726.1	273	purine-nucleoside phosphorylase
Un	NZ_JODY01000018.1	80755	81192	-	-	-	IF23_RS0117620	WP_030284728.1	145	gamma-glutamylcyclotransferase
Un	NZ_JODY01000018.1	81316	82752	+	-	-	IF23_RS0117625	WP_037678551.1	478	NAD(P)H-quinone dehydrogenase
Un	NZ_JODY01000018.1	82989	83948	+	-	-	IF23_RS0117630	WP_078654051.1	319	DeoR/GlpR transcriptional regulator
Un	NZ_JODY01000018.1	84008	86179	-	-	-	IF23_RS0117635	WP_030284734.1	723	ATPase AAA
Un	NZ_JODY01000018.1	86592	87221	-	-	-	IF23_RS0117640	WP_051739667.1	209	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000018.1	87569	88753	+	-	-	IF23_RS0117645	WP_030284738.1	394	esterase
Un	NZ_JODY01000018.1	88872	90641	-	-	-	IF23_RS0117650	WP_030284740.1	589	ATP-grasp domain-containing protein
Un	NZ_JODY01000018.1	91150	91587	+	-	-	IF23_RS0117655	WP_037678517.1	145	hypothetical protein
Un	NZ_JODY01000018.1	91662	92273	-	-	-	IF23_RS0117660	WP_030284744.1	203	septum formation inhibitor Maf
Un	NZ_JODY01000018.1	92684	92890	-	-	-	IF23_RS0117670	WP_030284747.1	68	acyl-CoA carboxylase subunit epsilon
Un	NZ_JODY01000018.1	92923	94512	-	-	-	IF23_RS0117675	WP_030284748.1	529	acyl-CoA carboxylase subunit beta
Un	NZ_JODY01000018.1	94643	95578	+	-	-	IF23_RS0117680	WP_030284750.1	311	biotin-
Un	NZ_JODY01000018.1	95781	97043	+	-	-	IF23_RS0117685	WP_051739668.1	420	adenylate/guanylate cyclase domain-containing protein
Un	NZ_JODY01000018.1	97165	97953	+	-	-	IF23_RS0117690	WP_030284754.1	262	enoyl-CoA hydratase
Un	NZ_JODY01000018.1	98184	99428	+	-	-	IF23_RS0117695	WP_030284756.1	414	GGDEF domain-containing protein
Un	NZ_JODY01000018.1	99612	101150	+	-	-	IF23_RS0117700	WP_078654052.1	512	histidine ammonia-lyase
Un	NZ_JODY01000018.1	101352	102146	+	-	-	IF23_RS0117705	WP_051739669.1	264	KR domain-containing protein
Un	NZ_JODY01000018.1	102195	102533	-	-	-	IF23_RS0117710	WP_030284762.1	112	hypothetical protein
Un	NZ_JODY01000018.1	102692	102988	+	-	-	IF23_RS0117715	WP_030284764.1	98	hypothetical protein
Un	NZ_JODY01000018.1	103333	104634	+	-	-	IF23_RS0117720	WP_030284765.1	433	hypothetical protein
Un	NZ_JODY01000018.1	104932	106401	+	-	-	IF23_RS0117725	WP_078654053.1	489	DUF2786 domain-containing protein
Un	NZ_JODY01000019.1	120	1979	-	-	-	IF23_RS0117730	WP_030284774.1	619	ABC transporter ATP-binding protein
Un	NZ_JODY01000019.1	1976	4027	-	-	-	IF23_RS0117735	WP_051739673.1	683	ABC transporter ATP-binding protein
Un	NZ_JODY01000019.1	4379	5614	+	-	-	IF23_RS0117740	WP_030284778.1	411	hypothetical protein
Un	NZ_JODY01000019.1	5961	7214	+	-	-	IF23_RS0117745	WP_078654056.1	417	hypothetical protein
Un	NZ_JODY01000019.1	7298	8068	+	-	-	IF23_RS0117750	WP_030284782.1	256	enoyl-CoA hydratase
Un	NZ_JODY01000019.1	8335	8862	+	-	-	IF23_RS0117755	WP_030284784.1	175	ATP-binding protein
Un	NZ_JODY01000019.1	9738	10790	+	-	-	IF23_RS0117765	WP_078654057.1	350	disulfide bond formation protein DsbA
Un	NZ_JODY01000019.1	10787	11662	+	-	-	IF23_RS0117770	WP_030284789.1	291	cytochrome c biogenesis protein CcdA
Un	NZ_JODY01000019.1	11768	12109	-	-	-	IF23_RS0117775	WP_030284791.1	113	hypothetical protein
Un	NZ_JODY01000019.1	12335	13162	-	-	-	IF23_RS0117780	WP_030284792.1	275	ammonia-dependent NAD(+) synthetase
Un	NZ_JODY01000019.1	13222	13776	-	-	-	IF23_RS0117785	WP_030284794.1	184	muramidase
Un	NZ_JODY01000019.1	13969	14343	-	-	-	IF23_RS0117790	WP_078654061.1	124	MarR family transcriptional regulator
Un	NZ_JODY01000019.1	14650	16032	-	-	-	IF23_RS0117795	WP_030284798.1	460	L-serine ammonia-lyase
Un	NZ_JODY01000019.1	16454	17713	-	-	-	IF23_RS0117800	WP_030284801.1	419	serine hydroxymethyltransferase
Un	NZ_JODY01000019.1	17781	18158	-	-	-	IF23_RS0117805	WP_030284802.1	125	glycine cleavage system protein H
Un	NZ_JODY01000019.1	18313	19470	-	-	-	IF23_RS0117810	WP_030284804.1	385	glycine cleavage system protein T
Un	NZ_JODY01000019.1	19961	20752	+	-	-	IF23_RS31330	WP_078654058.1	263	ATP-binding protein
Un	NZ_JODY01000019.1	20861	21667	+	-	-	IF23_RS0117820	WP_030284808.1	268	enhanced serine sensitivity protein SseB
Un	NZ_JODY01000019.1	21774	22511	+	-	-	IF23_RS0117825	WP_078654059.1	245	enhanced serine sensitivity protein SseB
Un	NZ_JODY01000019.1	22922	23923	+	-	-	IF23_RS0117830	WP_030284812.1	333	ABC transporter permease
Un	NZ_JODY01000019.1	24020	25768	+	-	-	IF23_RS0117835	WP_030284813.1	582	ABC transporter substrate-binding protein
Un	NZ_JODY01000019.1	25845	26855	+	-	-	IF23_RS0117840	WP_030284815.1	336	ABC transporter permease
Un	NZ_JODY01000019.1	26852	27940	+	-	-	IF23_RS0117845	WP_030284816.1	362	ABC transporter ATP-binding protein
Un	NZ_JODY01000019.1	28237	29283	+	-	-	IF23_RS0117850	WP_051739678.1	348	dipeptide ABC transporter ATP-binding protein
Un	NZ_JODY01000019.1	29989	30795	+	-	-	IF23_RS0117855	WP_030284819.1	268	hypothetical protein
Un	NZ_JODY01000019.1	31064	32503	+	-	-	IF23_RS0117860	WP_030284821.1	479	M1 family peptidase
Un	NZ_JODY01000019.1	32523	33152	-	-	-	IF23_RS0117865	WP_030284823.1	209	trimeric intracellular cation channel family protein
Un	NZ_JODY01000019.1	33248	34096	+	-	-	IF23_RS0117870	WP_030284825.1	282	thioesterase family protein
Un	NZ_JODY01000019.1	34120	34989	-	-	-	IF23_RS0117875	WP_030284827.1	289	alpha/beta hydrolase
Un	NZ_JODY01000019.1	35130	36299	+	-	-	IF23_RS0117880	WP_030284829.1	389	cysteine desulfurase
Un	NZ_JODY01000019.1	36337	36999	-	-	-	IF23_RS0117885	WP_037678560.1	220	N-acetylmuramoyl-L-alanine amidase
Un	NZ_JODY01000019.1	37054	38178	+	-	-	IF23_RS0117890	WP_030284832.1	374	tRNA 2-thiouridine(34) synthase MnmA
Un	NZ_JODY01000019.1	39637	41319	+	-	-	IF23_RS0117895	WP_051739674.1	560	hypothetical protein
Un	NZ_JODY01000019.1	42478	43854	+	-	-	IF23_RS0117905	WP_030284834.1	458	NADP-specific glutamate dehydrogenase
Un	NZ_JODY01000019.1	43970	44512	+	-	-	IF23_RS0117910	WP_030284835.1	180	TIGR00730 family Rossman fold protein
Un	NZ_JODY01000019.1	44617	45306	+	-	-	IF23_RS0117915	WP_030284836.1	229	short chain dehydrogenase
Un	NZ_JODY01000019.1	45400	46449	+	-	-	IF23_RS0117920	WP_030284837.1	349	methionine synthase
Un	NZ_JODY01000019.1	46482	48698	+	-	-	IF23_RS0117925	WP_030284838.1	738	NAD-dependent DNA ligase LigA
Un	NZ_JODY01000019.1	48856	50964	+	-	-	IF23_RS0117930	WP_030284839.1	702	bifunctional diguanylate cyclase/phosphodiesterase
Un	NZ_JODY01000019.1	51424	51720	+	-	-	IF23_RS0117935	WP_030284840.1	98	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
Un	NZ_JODY01000019.1	51726	53219	+	-	-	IF23_RS0117940	WP_030284841.1	497	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
Un	NZ_JODY01000019.1	53216	53458	+	-	-	IF23_RS0117945	WP_030284842.1	80	hypothetical protein
Un	NZ_JODY01000019.1	53475	54983	+	-	-	IF23_RS0117950	WP_030284845.1	502	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
Un	NZ_JODY01000019.1	55163	56071	+	-	-	IF23_RS0117955	WP_030284847.1	302	TIGR03620 family F420-dependent LLM class oxidoreductase
Un	NZ_JODY01000019.1	56278	58392	+	-	-	IF23_RS0117960	WP_037678562.1	704	phospholipase C, phosphocholine-specific
Un	NZ_JODY01000019.1	58563	59237	+	-	-	IF23_RS0117965	WP_030284850.1	224	hypothetical protein
Un	NZ_JODY01000019.1	59312	60565	-	-	-	IF23_RS0117970	WP_078654060.1	417	glucose sorbosone dehydrogenase
Un	NZ_JODY01000019.1	61003	62034	-	-	-	IF23_RS0117975	WP_030284854.1	343	aldo/keto reductase
Un	NZ_JODY01000019.1	62122	63099	+	-	-	IF23_RS0117980	WP_030284857.1	325	dihydrofolate reductase
Un	NZ_JODY01000019.1	63391	66339	+	-	-	IF23_RS0117985	WP_030284859.1	982	GGDEF domain-containing protein
Un	NZ_JODY01000019.1	66542	68404	+	-	-	IF23_RS0117990	WP_030284861.1	620	acetolactate synthase large subunit
Un	NZ_JODY01000019.1	68440	68964	+	-	-	IF23_RS0117995	WP_030284863.1	174	acetolactate synthase small subunit
Un	NZ_JODY01000019.1	69087	70085	+	-	-	IF23_RS0118000	WP_030284864.1	332	ketol-acid reductoisomerase
Un	NZ_JODY01000019.1	70364	71950	+	-	-	IF23_RS0118005	WP_030284865.1	528	phosphoglycerate dehydrogenase
Un	NZ_JODY01000019.1	72259	73284	+	-	-	IF23_RS0118010	WP_030284866.1	341	DUF2382 domain-containing protein
Un	NZ_JODY01000019.1	73503	74849	-	-	-	IF23_RS0118015	WP_030284867.1	448	PucR family transcriptional regulator
Un	NZ_JODY01000019.1	75128	76054	+	-	-	IF23_RS0118020	WP_030284868.1	308	proline dehydrogenase
Un	NZ_JODY01000019.1	76199	77830	+	-	-	IF23_RS0118025	WP_030284870.1	543	1-pyrroline-5-carboxylate dehydrogenase
Un	NZ_JODY01000019.1	78575	79615	+	-	-	IF23_RS0118035	WP_030284871.1	346	NAD(P)-dependent alcohol dehydrogenase
Un	NZ_JODY01000019.1	79622	81145	-	-	-	IF23_RS0118040	WP_030284873.1	507	phosphoesterase
Un	NZ_JODY01000019.1	81356	82396	+	-	-	IF23_RS0118045	WP_030284875.1	346	3-isopropylmalate dehydrogenase
Un	NZ_JODY01000019.1	82749	83834	+	-	-	IF23_RS0118050	WP_030284877.1	361	branched-chain amino acid aminotransferase
Un	NZ_JODY01000019.1	84036	84725	+	-	-	IF23_RS0118055	WP_030284879.1	229	urease subunit gamma
Un	NZ_JODY01000019.1	84722	86413	+	-	-	IF23_RS0118060	WP_030284881.1	563	urease subunit alpha
Un	NZ_JODY01000019.1	86458	87498	+	-	-	IF23_RS0118065	WP_030284882.1	346	agmatine deiminase family protein
Un	NZ_JODY01000019.1	87576	88187	+	-	-	IF23_RS0118070	WP_030284884.1	203	transcriptional regulator
Un	NZ_JODY01000019.1	88312	89637	+	-	-	IF23_RS0118075	WP_030284886.1	441	MFS transporter
Un	NZ_JODY01000019.1	90161	91816	+	-	-	IF23_RS0118080	WP_030284888.1	551	citramalate synthase
Un	NZ_JODY01000019.1	91906	92517	-	-	-	IF23_RS0118085	WP_030284890.1	203	polyisoprenoid-binding protein
Un	NZ_JODY01000019.1	92842	95265	+	-	-	IF23_RS0118090	WP_030284892.1	807	lyase
Un	NZ_JODY01000019.1	95473	97056	+	-	-	IF23_RS0118095	WP_030284894.1	527	acyl-CoA carboxylase subunit beta
Un	NZ_JODY01000019.1	97130	97333	+	-	-	IF23_RS0118100	WP_030284895.1	67	hypothetical protein
Un	NZ_JODY01000019.1	97403	98695	-	-	-	IF23_RS0118105	WP_030284897.1	430	MFS transporter, partial
Un	NZ_JODY01000019.1	98963	100729	+	-	-	IF23_RS0118110	WP_030284899.1	588	DAK2 domain-containing protein
Un	NZ_JODY01000019.1	100798	101376	-	-	-	IF23_RS0118115	WP_073447656.1	192	MULTISPECIES: ATP-binding protein
Un	NZ_JODY01000019.1	101357	101971	-	-	-	IF23_RS0118120	WP_030284901.1	204	DUF742 domain-containing protein
Un	NZ_JODY01000020.1	93	1205	-	-	-	IF23_RS32735	WP_078654080.1	370	MFS transporter
Un	NZ_JODY01000020.1	1870	2544	-	-	-	IF23_RS0118140	WP_037678592.1	224	HAD family phosphatase
Un	NZ_JODY01000020.1	2708	2962	-	-	-	IF23_RS32740	WP_078654062.1	84	hypothetical protein
Un	NZ_JODY01000020.1	3163	5079	+	-	-	IF23_RS0118150	WP_030284910.1	638	amidase
Un	NZ_JODY01000020.1	5144	5860	-	-	-	IF23_RS0118155	WP_030284912.1	238	murein L,D-transpeptidase
Un	NZ_JODY01000020.1	6033	6740	+	-	-	IF23_RS0118160	WP_030284914.1	235	nucleotidyltransferase domain-containing protein
Un	NZ_JODY01000020.1	6754	8049	-	-	-	IF23_RS0118165	WP_030284916.1	431	alpha/beta hydrolase
Un	NZ_JODY01000020.1	8136	9254	-	-	-	IF23_RS0118170	WP_078654063.1	372	hypothetical protein
Un	NZ_JODY01000020.1	9450	9998	-	-	-	IF23_RS31345	WP_037678597.1	182	hypothetical protein
Un	NZ_JODY01000020.1	10272	11078	-	-	-	IF23_RS0118180	WP_030284920.1	268	methyltransferase domain-containing protein
Un	NZ_JODY01000020.1	11196	11711	-	-	-	IF23_RS0118185	WP_030284921.1	171	tRNA modification GTPase
Un	NZ_JODY01000020.1	11839	12003	-	-	-	IF23_RS32745	WP_078654064.1	54	pirin
Un	NZ_JODY01000020.1	12124	13242	+	-	-	IF23_RS0118195	WP_037678637.1	372	integrase
Un	NZ_JODY01000020.1	13319	13510	-	-	-	IF23_RS32750	WP_078654065.1	63	DNA-binding protein
Un	NZ_JODY01000020.1	13788	15326	-	-	-	IF23_RS32120	WP_051739680.1	512	hypothetical protein
Un	NZ_JODY01000020.1	15348	16043	+	-	-	IF23_RS32125	WP_078654066.1	231	TetR/AcrR family transcriptional regulator
Un	NZ_JODY01000020.1	16547	16870	+	-	-	IF23_RS31350	WP_051739682.1	107	hypothetical protein
Un	NZ_JODY01000020.1	16895	17830	+	-	-	IF23_RS0118220	WP_030284931.1	311	hypothetical protein
Un	NZ_JODY01000020.1	17927	18673	-	-	-	IF23_RS0118225	WP_030284933.1	248	site-specific DNA-methyltransferase
Un	NZ_JODY01000020.1	19236	20378	+	-	-	IF23_RS0118230	WP_030284934.1	380	NlpC/P60 family protein
Un	NZ_JODY01000020.1	20469	20777	+	-	-	IF23_RS0118235	WP_030284936.1	102	hypothetical protein
Un	NZ_JODY01000020.1	20840	21481	+	-	-	IF23_RS0118240	WP_037678600.1	213	hypothetical protein
Un	NZ_JODY01000020.1	21509	22897	+	-	-	IF23_RS0118245	WP_030284939.1	462	hypothetical protein, partial
Un	NZ_JODY01000020.1	23033	24505	+	-	-	IF23_RS0118250	WP_030284940.1	490	PrgI family protein
Un	NZ_JODY01000020.1	24539	24991	+	-	-	IF23_RS0118255	WP_030284942.1	150	hypothetical protein
Un	NZ_JODY01000020.1	25019	26524	+	-	-	IF23_RS0118260	WP_030284944.1	501	ATP-binding protein
Un	NZ_JODY01000020.1	26658	27293	+	-	-	IF23_RS0118265	WP_037678641.1	211	hypothetical protein
Un	NZ_JODY01000020.1	27477	28244	+	-	-	IF23_RS0118275	WP_030284948.1	255	hypothetical protein
Un	NZ_JODY01000020.1	28269	28766	+	-	-	IF23_RS0118280	WP_030284950.1	165	hypothetical protein
Un	NZ_JODY01000020.1	28832	29569	+	-	-	IF23_RS0118285	WP_030284951.1	245	hypothetical protein
Un	NZ_JODY01000020.1	30179	31462	+	-	-	IF23_RS0118295	WP_030284955.1	427	membrane protein
Un	NZ_JODY01000020.1	31459	31689	+	-	-	IF23_RS0118300	WP_030284956.1	76	hypothetical protein
Un	NZ_JODY01000020.1	31686	32879	+	-	-	IF23_RS0118305	WP_051739683.1	397	helicase DnaB
Un	NZ_JODY01000020.1	32889	33470	+	-	-	IF23_RS32760	WP_078654067.1	193	hypothetical protein
Un	NZ_JODY01000020.1	34728	35330	+	-	-	IF23_RS0118315	WP_030284960.1	200	DUF4913 domain-containing protein
Un	NZ_JODY01000020.1	35327	36091	+	-	-	IF23_RS0118320	WP_030284961.1	254	hypothetical protein
Un	NZ_JODY01000020.1	36088	36561	+	-	-	IF23_RS0118325	WP_030284963.1	157	hypothetical protein
Un	NZ_JODY01000020.1	36558	37145	+	-	-	IF23_RS0118330	WP_030284964.1	195	hypothetical protein
Un	NZ_JODY01000020.1	37335	38171	+	-	-	IF23_RS0118335	WP_030284966.1	278	hypothetical protein
Un	NZ_JODY01000020.1	38287	39216	+	-	-	IF23_RS0118340	WP_030284968.1	309	DUF317 domain-containing protein
Un	NZ_JODY01000020.1	39326	39601	-	-	-	IF23_RS0118345	WP_030284969.1	91	hypothetical protein
Un	NZ_JODY01000020.1	39820	40161	+	-	-	IF23_RS0118350	WP_030284971.1	113	DUF317 domain-containing protein
Un	NZ_JODY01000020.1	40322	40534	+	-	-	IF23_RS0118355	WP_030284973.1	70	hypothetical protein
Un	NZ_JODY01000020.1	40622	40951	+	-	-	IF23_RS0118360	WP_030284975.1	109	hypothetical protein
Un	NZ_JODY01000020.1	41421	41825	-	-	-	IF23_RS0118365	WP_030284976.1	134	hypothetical protein
Un	NZ_JODY01000020.1	41930	43690	-	-	-	IF23_RS0118370	WP_030284978.1	586	mobilization protein
Un	NZ_JODY01000020.1	43690	44355	-	-	-	IF23_RS0118375	WP_030284980.1	221	plasmid mobilization relaxosome protein MobC
Un	NZ_JODY01000020.1	44352	44576	-	-	-	IF23_RS0118380	WP_030284982.1	74	hypothetical protein
Un	NZ_JODY01000020.1	44681	45697	-	-	-	IF23_RS0118385	WP_051739684.1	338	DUF2637 domain-containing protein
Un	NZ_JODY01000020.1	45694	46239	-	-	-	IF23_RS0118390	WP_030284986.1	181	WhiB family transcriptional regulator
Un	NZ_JODY01000020.1	46353	47057	-	-	-	IF23_RS0118395	WP_030284988.1	234	ATP-binding protein
Un	NZ_JODY01000020.1	47057	48076	-	-	-	IF23_RS0118400	WP_030284990.1	339	hypothetical protein
Un	NZ_JODY01000020.1	48078	48401	-	-	-	IF23_RS0118405	WP_030284991.1	107	hypothetical protein
Un	NZ_JODY01000020.1	49113	50105	+	-	-	IF23_RS32130	WP_078654068.1	330	XRE family transcriptional regulator
Un	NZ_JODY01000020.1	50295	50606	+	-	-	IF23_RS0118415	WP_030284996.1	103	hypothetical protein
Un	NZ_JODY01000020.1	50685	50894	+	-	-	IF23_RS31355	WP_037678645.1	69	hypothetical protein
Un	NZ_JODY01000020.1	50905	51705	-	-	-	IF23_RS0118425	WP_030284998.1	266	hypothetical protein
Un	NZ_JODY01000020.1	51888	52250	-	-	-	IF23_RS0118430	WP_030285000.1	120	hypothetical protein
Un	NZ_JODY01000020.1	52322	53125	-	-	-	IF23_RS0118435	WP_030285001.1	267	aldo/keto reductase
Un	NZ_JODY01000020.1	53122	53685	-	-	-	IF23_RS0118440	WP_030285008.1	187	hypothetical protein
Un	NZ_JODY01000020.1	53706	54311	-	-	-	IF23_RS0118445	WP_030285010.1	201	3\'-5\' exonuclease
Un	NZ_JODY01000020.1	54308	55498	-	-	-	IF23_RS0118450	WP_030285012.1	396	hypothetical protein
Un	NZ_JODY01000020.1	55495	56562	-	-	-	IF23_RS32135	WP_051739698.1	355	nucleoside-diphosphate kinase
Un	NZ_JODY01000020.1	56532	57554	-	-	-	IF23_RS0118460	WP_037678608.1	340	thymidylate synthase
Un	NZ_JODY01000020.1	57621	58268	-	-	-	IF23_RS32140	WP_030285018.1	215	hypothetical protein
Un	NZ_JODY01000020.1	58265	59065	-	-	-	IF23_RS0118470	WP_037678657.1	266	endonuclease/exonuclease/phosphatase family protein
Un	NZ_JODY01000020.1	59131	59334	-	-	-	IF23_RS0118475	WP_030285021.1	67	hypothetical protein
Un	NZ_JODY01000020.1	59331	59642	-	-	-	IF23_RS0118480	WP_030285023.1	103	hypothetical protein
Un	NZ_JODY01000020.1	59762	60478	-	-	-	IF23_RS0118485	WP_030285025.1	238	hypothetical protein
Un	NZ_JODY01000020.1	60726	60965	-	-	-	IF23_RS0118490	WP_030285026.1	79	hypothetical protein
Un	NZ_JODY01000020.1	60965	61321	-	-	-	IF23_RS0118495	WP_030285028.1	118	hypothetical protein
Un	NZ_JODY01000020.1	61318	61926	-	-	-	IF23_RS31370	WP_051739688.1	202	hypothetical protein
Un	NZ_JODY01000020.1	61923	62123	-	-	-	IF23_RS0118505	WP_030285032.1	66	hypothetical protein
Un	NZ_JODY01000020.1	62443	62643	+	-	-	IF23_RS0118510	WP_030285034.1	66	hypothetical protein
Un	NZ_JODY01000020.1	62653	63216	-	-	-	IF23_RS0118515	WP_030285037.1	187	hypothetical protein
Un	NZ_JODY01000020.1	63670	64173	-	-	-	IF23_RS0118525	WP_030285039.1	167	hypothetical protein
Un	NZ_JODY01000020.1	64206	64616	-	-	-	IF23_RS32775	WP_078654069.1	136	hypothetical protein
Un	NZ_JODY01000020.1	64771	65865	+	-	-	IF23_RS0118530	WP_030285041.1	364	transcriptional regulator
Un	NZ_JODY01000020.1	65960	66556	+	-	-	IF23_RS0118535	WP_078654081.1	198	YdcF family protein
Un	NZ_JODY01000020.1	68297	68488	+	-	-	IF23_RS31390	WP_037678614.1	63	hypothetical protein
Un	NZ_JODY01000020.1	68672	69094	+	-	-	IF23_RS0118555	WP_030285046.1	140	hypothetical protein
Un	NZ_JODY01000020.1	69084	69515	+	-	-	IF23_RS0118560	WP_030285048.1	143	hypothetical protein
Un	NZ_JODY01000020.1	69681	69896	-	-	-	IF23_RS0118565	WP_030285050.1	71	hypothetical protein
Un	NZ_JODY01000020.1	70980	72032	+	-	-	IF23_RS0118570	WP_030285052.1	350	hypothetical protein
Un	NZ_JODY01000020.1	72050	72508	+	-	-	IF23_RS32150	WP_051739689.1	152	hypothetical protein
Un	NZ_JODY01000020.1	72626	73453	+	-	-	IF23_RS0118580	WP_030285055.1	275	methyltransferase domain-containing protein
Un	NZ_JODY01000020.1	73481	74401	-	-	-	IF23_RS31395	WP_078654070.1	306	XRE family transcriptional regulator
Un	NZ_JODY01000020.1	74502	74741	-	-	-	IF23_RS32780	WP_078654071.1	79	DUF397 domain-containing protein
Un	NZ_JODY01000020.1	78015	78977	-	-	-	IF23_RS0118605	WP_030285059.1	320	pirin family protein
Un	NZ_JODY01000020.1	79061	79447	-	-	-	IF23_RS0118610	WP_030285061.1	128	GntR family transcriptional regulator
Un	NZ_JODY01000020.1	79580	81430	-	-	-	IF23_RS0118615	WP_030285062.1	616	asparagine synthase (glutamine-hydrolyzing)
Un	NZ_JODY01000020.1	81692	82330	-	-	-	IF23_RS0118620	WP_030285064.1	212	class I SAM-dependent methyltransferase
Un	NZ_JODY01000020.1	82553	83476	+	-	-	IF23_RS0118625	WP_030285065.1	307	N-acetyltransferase
Un	NZ_JODY01000020.1	83567	85786	-	-	-	IF23_RS0118630	WP_030285067.1	739	NADP-dependent isocitrate dehydrogenase
Un	NZ_JODY01000020.1	86126	86488	+	-	-	IF23_RS0118635	WP_030285069.1	120	hypothetical protein
Un	NZ_JODY01000020.1	86565	87047	-	-	-	IF23_RS0118640	WP_030285071.1	160	NUDIX domain-containing protein
Un	NZ_JODY01000020.1	87089	88081	-	-	-	IF23_RS0118645	WP_030285073.1	330	AraC family transcriptional regulator
Un	NZ_JODY01000020.1	88163	89092	+	-	-	IF23_RS0118650	WP_078654082.1	309	NADP-dependent oxidoreductase
Un	NZ_JODY01000020.1	89131	89598	-	-	-	IF23_RS0118655	WP_030285077.1	155	Lrp/AsnC family transcriptional regulator
Un	NZ_JODY01000020.1	89758	90963	+	-	-	IF23_RS0118660	WP_078654083.1	401	amino acid permease
Un	NZ_JODY01000020.1	91123	92184	+	-	-	IF23_RS0118665	WP_037678619.1	353	DUF3533 domain-containing protein
Un	NZ_JODY01000020.1	92528	93013	+	-	-	IF23_RS0118670	WP_030285082.1	161	protease inhibitor protein
Un	NZ_JODY01000020.1	93119	94186	-	-	-	IF23_RS0118675	WP_030285084.1	355	S1 family peptidase
Un	NZ_JODY01000020.1	94806	95837	-	-	-	IF23_RS31410	WP_051739691.1	343	hypothetical protein
Un	NZ_JODY01000020.1	96066	96971	-	-	-	IF23_RS0118685	WP_030285088.1	301	S1 family peptidase
Un	NZ_JODY01000020.1	97273	98064	-	-	-	IF23_RS0118690	WP_030285090.1	263	DUF1684 domain-containing protein
Un	NZ_JODY01000020.1	98061	99437	-	-	-	IF23_RS0118695	WP_030285092.1	458	LLM class flavin-dependent oxidoreductase
Un	NZ_JODY01000020.1	99434	100471	-	-	-	IF23_RS0118700	WP_030285094.1	345	LLM class flavin-dependent oxidoreductase
